Title,Text
MK Putuskan Gibran Gagal Nyapres Karena Hanya Lulusan SMK,"Hasil periksa fakta Siti Lailatul FitriyahUnggahan video dengan klaim bahwa MK putuskan Gibran gagal nyapres karena hanya lulus SMK adalah konten yang menyesatkan. Judul, isi video dan narasi dalam video tidak sesuai. Dalam video tersebut sama sekali tidak ditemukan informasi terkait hal tersebut.  “GEGER SIANG INI || PUTUSAN MK DI RESMIKAN, GIBRAN BATAL CAWAPRES KARNA HANYA LULUSAN SMK”Sebuah akun Youtube dengan nama pengguna “Saluran Politik” mengunggah video dengan klaim bahwa MK putuskan Gibran gagal nyapres karena hanya lulus SMK. Dalam Thumbnail terlihat jajaran para hakim yang berdiri berdampingan.Setelah menonton keseluruhan dari isi video, tidak ditemukan informasi valid terkait klaim dalam narasi. Video tersebut hanya berisi potongan video dan gambar dari peristiwa yang berbeda-beda yang digabung menjadi satu. Dalam video tersebut membahas sindiran Mahfud MD terhadap para pejabat kampanye yang melakukan kampanye di hari kerja. Narasi dalam video tersebut diambil dari artikel detik.com yang berjudul “Mahfud Sindir Pejabat Kampanye di Hari Kerja, TKN Gibran: Lapor Bawaslu Aja”.Setelah ditelusuri gambar dalam thumbnail merupakan foto pelantikan Suhartoyo menjadi Ketua Mahkamah Konstitusi (MK) menggantikan Anwar Usman yang dicopot karena terbukti melanggar kode etik. Di samping itu, diketahui saat ini Gibran masih tercatat secara sah menjadi calon wakil presiden mendampingi Prabowo. Sehingga dapat disimpulkan bahwa unggahan video tersebut merupakan konten yang menyesatkan."
Rekaman suara Prabowo sebut orang Indonesia harus bodoh,"Sebuah unggahan video beredar dimedia sosial yang menampilkan foto Prabowo sedang duduk usai acara debat calon presiden. Dalam video tersebut terdapat rekaman Prabowo seperti berbicara dengan seseorang. Pembicaraan dalam rekaman tersebut seputar pemimpin Indonesia tidak boleh bersih dan kuat agar rakyat Indonesia tetap bodoh. Berikut transkrip percakapan Prabowo dalam video tersebut: “Jadi saya pikir, saya mau konsentrasi kepada program ini. Jadi Indonesia nggak boleh punya pemimpin yang bersih dan kuat. Itu tidak boleh. Indonesia harus dipelihara dalam posisi sekarang sebagai pasar sumber bahan baku. Indonesia yaa orang Indonesia itu pelayan dan itu intinya itu Indonesia. Indonesia harus bodoh, pelayan, kacung. Orang Indonesia ini mau dipelihara sebagai kacung, pesuruh, kamu boleh TKI, kamu boleh kerja di kebun-kebun saya, memetik kamu boleh, jadi tukang sapu, jadi pembantu dikeluarga saya,” Berikut narasi dalam unggahan tersebut: “Rekaman suara Pak Prabowo yakin dengan pilihan kalian setelah dengarkan rekaman ini pantas orang-orang Indonesia diluar negeri, sedangkan orang asing dipekerjakan di Indonesia dengan gaji yang tinggi” Namun, benarkah rekaman suara tersebut? Unggahan video hoaks yang menarasikan rekaman suara Prabowo sebut orang Indonesia harus bodoh. Faktanya, rekaman tersebut merupakan hasil AI. (X) Berdasarkan penelusuran ANTARA, video tersebut serupa dengan unggahan YouTube TV One yang berjudul “Satu Jam Lebih Dekat Bersama Prabowo | tvOne” yang diunggah 18 Desember 2023 namun dalam videonya terdapat tulisan tayangan ulang 15 September 2014. Berikut transkrip lengkapnya: “Saya mau konsentrasi pada program, ini kita sekarang tinggal 21 hari, sudah saya mau bicara pemikiran saya kalau ditanya, kalau enggak ditanya saya datang kerakyat. Ya, terserah nanti rakyat yang menilai. Jadi, orang-orang yang negative campaign atau black campaign itu menurut saya ada beberapa kelompok yang memang sebetulnya antek dari pada kekuatan asing. Jadi, Indonesia ini enggak boleh punya pemimpin yang bersih dan kuat, itu tidak boleh. Indonesia harus dipelihara dalam posisi sekarang sebagai pasar, sumber bahan baku, orang Indonesia itu pelayan. Intinya itu, Indonesia pelayan, Indonesia harus bodoh pelayan, kacung. Nah, saya tidak mau itu. Saya tidak mau negara saya jadi kacung. Saya mau bersahabat dengan seluruh negara tapi negara saya bukan negara kacung. Jadi, feeling saya ini ada rasialisme terhadap kita, terhadap orang Indonesia,” kata Prabowo. Jadi, rekaman suara tersebut merupakan hasil potongan dari video 30 menit yang dipotong tidak sesuai dengan konteks aslinya. Rekaman suara Prabowo sebut orang Indonesia harus bodoh Hoaks"
Partai Gelora Resmi Deklarasikan Anies Presiden 2024,"Hasil periksa fakta Agnes Amungkasari.Cuplikan dalam video merupakan deklarasi dukungan kepada Ketua Umum Partai Gelora, Anis Matta sebagai capres, bukan kepada Anies Baswedan. (Youtube) “Mengejutkan !! Akhirnya partai gelora resmi deklarasikan Anies presiden 2024”Kanal Youtube REDAKSI TV mengunggah video dengan klaim Partai Gelora resmi mendeklarasikan Anies Baswedan untuk menjadi presiden pada Pemilu 2024 mendatang. Dalam gambar pratinjau dituliskan pendiri Partai Gelora perintahkan seluruh kadernya untuk mendukung pasangan calon Anies-Imin (AMIN) pada Pilpres.Namun setelah menonton keseluruhan video, tidak ditemukan informasi valid yang menjelaskan tentang klaim tersebut. Cuplikan dalam video merupakan video yang diunggah oleh Tribunnews dengan judul “Resmi! Partai Gelora Sulawesi Selatan Deklarasikan Anis Matta sebagai Calon Presiden 2024.”Dalam video utuhnya DPW Partai Gelora Sulawesi Selatan medeklarasikan dukungan kepada ketua umumnya, Anis Matta sebagai capres, bukan kepada Anies Baswedan. Adapun deklarasi dukungan kepada Anis Matta dilakukan pada 24 Februari 2023, sebelum Partai Gelora memutuskan mendukung Prabowo di Pilpres 2024.–"
"Tahanan Lapas Sukamiskin Mardani Maming bebas plesiran, benarkah?","Jakarta (ANTARA/JACX) - Terpidana kasus korupsi Mardani H Maming, terekam dalam sebuah video tengah berada di Bandara Syamsudin Noor, Banjarmasin. Kemunculan mantan Bupati Tanah Bumbu di Bandara Banjarmasin diklaim sebagai kejadian yang berlangsung belum lama ini. ""tahanan Korupsi di Sukamiskin, Mardani H Maming Bebas 'Plesiran' dari Banjarmasin ke Surabaya,"" demikian isi narasi yang beredar di X (Twitter) pada 21 Februari 2024. Padahal, sejak September 2023, Komisi Pemberantasan Korupsi (KPK) memutuskan untuk menjadikan Mardani Maming sebagai tahanan Lapas Sukamiskin, Jawa Barat. Saat itu, vonis terhadap mantan Bendahara Umum Pengurus Besar Nahdlatul Ulama tersebut telah berkekuatan hukum tetap, sehingga harus ditahan. Menurut putusan Mahkamah Agung (MA), Maming terbukti bersalah melakukan tindak pidana yang diatur dalam pasal 12 huruf b Jo Pasal 18 UU Tipikor, sehingga diganjar dengan pidana penjara badan selama 12 tahun dikurangi lamanya masa penahanan saat proses penyidikan berjalan. Lalu, benarkah dalam video itu tahanan Lapas Sukamiskin Mardani Maming bebas plesiran? Tangkapan layar narasi hoaks yang menyatakan tahanan Lapas Sukamiskin Mardani Maming bebas plesiran (X) Penjelasan: Kemenkumham telah mengklarifikasi informasi soal kehadiran Mardani H Maming di Bandara Banjarmasin itu. Koordinator Humas Direktorat Jenderal Pemasyarakatan Kementerian Hukum dan HAM Edward Pagar Alam membenarkan bahwa sosok yang terekam di video tersebut adalah terpidana kasus korupsi Mardani H Maming. Namun, dalam video itu, Mardani Maming tidak sedang plesiran. ""Yang bersangkutan secara resmi menghadiri sidang Peninjauan Kembali di PN Banjarmasin,” kata Edward Pagar Alam sebagaimana dijelaskan dalam berita ANTARA. Edward menegaskan perjalanan Mardani itu mendapatkan pengawalan dari petugas kepolisian dan petugas lapas. “Dengan pengawalan dari petugas kepolisian dan petugas lapas. Demikian,"" jelas dia. Klaim: Tahanan Lapas Sukamiskin Mardani Maming bebas plesiran Rating: Misinfromasi"
PAN Nyatakan Mundur Dukung Prabowo,"Hasil periksa fakta ‘Ainayya Al Fatikhah.Unggahan video yang mengklaim bahwa Partai Amanat Nasional (PAN) keluar dari Koalisi Indonesia Maju yang mendukung Prabowo pada Pilpres 2024 merupakan konten yang menyesatkan. Faktanya, video yang ditampilkan pada unggahan berasal dari beberapa peristiwa yang tidak saling berkaitan. (TikTok) “PAN Keluar dari Koalisi Wowo?!! Ketua & Pendiri PAN Balik Arah Nyatakan Mundur Dukung Prabowo”Akun TikTok @faktaberkata mengunggah video dengan klaim bahwa Partai Amanat Nasional (PAN) menyatakan keluar dari Koalisi Indonesia Maju yang mendukung Prabowo Subianto dalam Pilpres 2024.Setelah dilakukan penelusuran, faktanya video yang ditampilkan pada unggahan berasal dari beberapa peristiwa yang tidak saling berkaitan.Pertama, video deklarasi dukungan Ketua Umum Forum Komunikasi Lintas Pendiri Demokrat Kader (FKLPDK), Sahat Saragih, kepada Ganjar-Mahfud pada 28 November 2023. Ormas yang berisi mantan pendiri dan kader Partai Demokrat tersebut sebelumnya diketahui mendukung Prabowo-Gibran dalam Pilpres 2024. Warta Kota Production Kedua, video pernyataan Sekjen PAN, Eddy Soeparno, mengenai dukungan yang diberikan Kader PAN di Jawa Tengah kepada Ganjar. Namun, pernyataan tersebut dilontarkan sebelum PAN mendeklarasikan dukungan untuk Prabowo pada Agustus 2023.KompasKetiga, video Dewan Perwakilan Wilayah (DPW) PAN NTT yang mendeklarasikan dukungan untuk Ganjar sebagai Capres 2024. Diketahui bahwa deklarasi ini diselenggarakan pada Oktober 2022 dan ditetapkan berdasarkan hasil rakerwil DPW se-NTT. Official iNewsDengan demikian, informasi yang disebarluaskan oleh akun TikTok @faktaberkata merupakan informasi yang salah."
Video Prabowo Boleh Jual Negeri kepada Pihak Asing Asal Santun,"Hasil Periksa Fakta Vinanda (Relawan Mafindo)Faktanya, video yang digunakan merupakan cuplikan sajak yang dibuat oleh Prabowo berjudul “Pemimpin Pembohong” untuk menyindir para tokoh politik yang memperlihatkan politik santun namun sering berbohong. Sajak tersebut dibacakan ketika pidato pada Kampanye Akbar Partai Gerindra di GBK pada 23 Maret 2014.Penggunaan informasi yang sesat untuk membingkai sebuah isu atau individu.Beredar sebuah video dengan narasi visual sebagai berikut:“Boleh jual negeri kepada pihak asing asal santun, Ya Allah mau kemana kami. Kami tdk mau seperti Rohingya, diusir Dimana-mana. Pantas aja 100 pulau dilelang disitus luar negeri & beliau pernah bilang Indonesia akan bubar 2030, Indonesia tinggal nama. Asal santun diam diam”Video tersebut berisi 8 pernyataan Prabowo pada sebuah kampanye, yang disebarkan di Whatsapp dengan narasi sebagai berikut:“PERNYATAAN PRABOWO SANGAT MENGERIKAN8 poin Pernyataan Prabowo yg khianat dan membahayakan kedaulatan negara al :1. Boleh bohong asal santun2. Boleh tipu asal santun3. Boleh curi asal santun4. Boleh korupsi asal santun5. Boleh khianat asal santun6. Boleh ingkar janji asal santun7. Boleh keluar negeri asal santun8. Boleh menggadaikan kedaulatan bangsa kpd orang asing asal santun”Beredar sebuah video di Whatsapp Grup yang memperlihatkan Prabowo Subianto sedang berdiri di Tengah lautan manusia. Dalam video tersebut terlihat Prabowo berbicara di podium dan melontarkan kalimat sebagai berikut:“Boleh bohong asal santun, boleh tipu asal santun, boleh curi asal santun, boleh korupsi asal santun, boleh khianat asal santun, boleh ingkar janji asal santun, boleh keluar negeri asal santun, saudara-saudara. Boleh menterahkan kedaulatan bangsa kepada orang asing asal santun”Faktanya, video tersebut merupakan cuplikan pidato Prabowo pada acara Kampanye Akbar yang dilaksanakan oleh Partai Gerindra di Gelora Bung Karno pada 23 Maret 2014.Dalam video tersebut, Prabowo membacakan sajak buatannya berjudul “Pemimpin Pembohong” yang dimaksudkan untuk menyindir para tokoh politik yang memperlihatkan politik santun namun sering berbohong.Dengan demikian, narasi yang beredar dengan klaim Prabowo membolehkan menjual negeri kepada pihak asing asal santun, tidak benar."
"JUDUL ARTIKEL LIPUTAN6 “PRESIDEN ISRAELBILA TERUS IKUT CAMPUR, KAMI BERJANJI AKAN BUAT INDONESIA SEPERTI PALESTINA”","Hasil periksa fakta Pekik Jalu Utomo.Faktanya pada tanggal 20 Desember 2017 Liputan6.com tidak menayangkan artikel berjudul “Presiden Israel: Bila Terus Ikut Campur, Kami Berjanji Akan Buat Indonesia Seperti Palestina”.  (Instagram)Gambar tangkapan layar yang menampilkan judul artikel Liputan6.com terkait ancama Presiden Israel akan menjadikan Indonesia seperti Palestina apabila terus ikut campur.Beredar sebuah video di media sosial Intagram dari akun dengan nama pengguna mini_chartini yang menampilkan gambar tangkapan layar artikel Liputan6.com berjudul “Presiden Israel: Bila Terus Ikut Campur, Kami Berjanji Akan Buat Indonesia Seperti Palestina” yang diunggah pada Rabu, 20 Desember 2017.Setelah dilakukan pencarian di situs Liputan6.com, pada tanggal 20 Desember 2017 tidak ditemukan aritikel dengan judul “Presiden Israel: Bila Terus Ikut Campur, Kami Berjanji Akan Buat Indonesia Seperti Palestina”.Liputan6.com juga telah membantah narasi terkait Presiden Israel mengancam akan menjadikan Indonesia seperti Palestina jika terus ikut campur melalui artikel cek faktanya yang berjudul “Cek Fakta: Tidak Benar Pernyataan Presiden Israel Ancam Membuat RI Seperti Palestina Jika Terus Ikut Campur”.Hoax serupa sudah banyak beredar sebelumnya, turnbackhoax.id juga sudah pernah membahas di salah satu artikel berjudul “[SALAH] Presiden Israel Ancam Akan Buat Indonesia Seperti Palestina Jika terus Ikut Campur”.Beberapa cuplikan video dan gambar yang ditampilkan dalam video klaim tersebut juga sebelumnya sudah pernah beredar di internet.Dengan demikian, gambar tangkapan layar artikel Liputan6.com berjudul “Presiden Israel: Bila Terus Ikut Campur, Kami Berjanji Akan Buat Indonesia Seperti Palestina” tidak terbukti dan termasuk ke dalam konten yang dimanipulasi. Presiden Israel Ancam Akan Buat Indonesia Seperti Palestina Jika terus Ikut Campur[SALAH] Presiden Israel: Bila Terus Ikut Campur, Kami Berjanji Akan Buat Indonesia Seperti Palestina[SALAH] Presiden Israel Ancam Indonesia Akan Jadikan Indonesia Seperti Palestina"
Surya Paloh Menyesal Dukung Anies Sebagai Capres,"Hasil periksa fakta ‘Ainayya Al Fatikhah.Unggahan video yang mengklaim bahwa Surya Paloh menyesal telah mendeklarasikan Anies Baswedan sebagai Capres dalam Pemilu 2024 merupakan konten yang menyesatkan. Faktanya, tidak ditemukan informasi dan bukti kredibel mengenai klaim tersebut. (TikTok) “Anies gak ada Prestasinya . . . SURYA PALOH nyesel Seumur Hidup Sudah Mendeklarasikan ANIES BASWEDAN Sebagai CAPRES Dari Partai NASDEM – Seorang Ahmad Dhani Aja Tau Kalau ANIES BASWEDAN itu Cuma Bisanya Pencitraan Aja , Sedangkan Prestasi Aja Ga Ada “Akun TikTok antonIIrawan0 (@antoniirawan0) mengunggah video dengan klaim bahwa Ketua Umum Partai Nasional Demokrat (Nasdem), Surya Paloh, menyesal karena telah mendeklarasikan Anies Baswedan sebagai Capres yang diusung oleh Partai Nasdem.Setelah menonton keseluruhan video, faktanya tidak ditemukan informasi dan bukti kredibel mengenai Surya Paloh yang menyesal dukung Anies sebagai Capres seperti yang tertulis pada judul unggahan.Cuplikan video yang ditampilkan oleh akun TikTok tersebut nyatanya diambil dari kanal YouTube milik musisi Ahmad Dhani, Video Legend, ketika melakukan wawancara dengan Ricky Tamba sebagai aktivis 1998 dan Zhang Wei Jian sebagai aktivis Tionghoa. Dalam video, keduanya mengkritik kinerja Anies Baswedan sebagai Gubernur DKI Jakarta.Video Legend (YouTube)Dengan demikian, informasi yang disebarluaskan oleh akun TikTok @antoniirawan0 merupakan informasi yang salah.Di YouTube Video Legend Ahmad Dhani, Anies Dibilang Tidak Punya Prestasi 5 Tahun Pimpin Jakarta!"
Masyarakat Tionghoa dukung Anies Baswedan atas perintah Jusuf Hamka pada Juli 2023,"Jakarta (ANTARA/JACX) - Beredar di media sosial dukungan terhadap mantan Gubernur DKI Jakarta Anies Baswedan untuk maju di Pilpres 2024, salah satunya disebut datang dari masyarakat Tionghoa yang ada di Indonesia. Deklarasi Anies Baswedan sebagai calon presiden 2024 ini diberikan etnis Tionghoa di Tanah Air, dengan mengikuti instruksi dari pemilik PT Citra Marga Nusaphala Persada (CMNP) Jusuf Hamka. Jusuf Hamka merupakan pengusaha berdarah Tionghoa yang menjalankan bisnisnya di bidang pembuatan jalan tol, salah satunya pembangunan ruas tol Cawang-Tanjung Priok, Jakarta. Sementara di bidang politik, Jusuf Hamka pernah berkiprah sebagai bendahara Tim Kampanye Nasional (TKN) Joko Widodo dan Ma'ruf Amin. Narasi yang menghubungkan Anies Baswedan, Jusuf Hamka, dan masyarakat Tionghoa itu dapat ditemukan di YouTube dengan keterangan sebagai berikut: ""TEPIS ISU DUKUNG CAPRES PILIHAN JOKOWI SEMUA WARGA TIONGHOA IKUT INTRUKSI JUSUF HAMKA DEKLARASI ANIES BASWEDAN,"". Namun, benarkah Warga keturunan tersebut deklarasikan Anies Baswedan sebagai capres 2024 atas perintah Jusuf Hamka? Tangkapan layar narasi hoaks yang menyatakan warga keturunan China dukung Anies Baswedan atas perintah Jusuf Hamka (YouTube) Penjelasan: Video sepanjang delapan menit itu nyatanya membacakan ulang isi artikel berjudul ""Jusuf Hamka Marahi Willianto Tanta Gegera HT Klaim Tionghoa Dukung Capres Pilihan Jokowi"". Tulisan tersebut dirilis situs daring berikut. Dalam artikel itu dijelaskan, Pembina Paguyuban Sosial Marga Tionghoa Indonesia (PSMTI) Hary Tanoesoedibjo mengklaim masyarakat Tionghoa selama ini mendukung semua kebijakan Presiden Jokowi. Masyarakat Tionghoa disebut juga akan mendukung keputusan Jokowi tentang capres di Pilpres 2024. Menanggapi hal itu, Ketua Dewan Penasehat Persatuan Islam Tionghoa Indonesia, Jusuf Hamka membantah klaim Hary Tanoesoedibjo. Namun, tidak ditemukan pernyataan Jusuf Hamka yang memerintahkan masyarakat Tionghoa untuk memberikan dukungan terhadap Anies Baswedan di artikel maupun konten YouTube tersebut. Referensi fakta itu menandakan adanya manipulasi serta kabar bohong dalam video milik kanal YouTube ini. Klaim: Masyarakat Tionghoa dukung Anies Baswedan atas perintah Jusuf Hamka pada Juli 2023 Rating: Hoaks"
AMPLOP BERISI UANG DENGAN GAMBAR PASANGAN CALON ANIS-MUHAIMIN,"Faktanya, foto tersebut sudah dimanipulasi. Foto asli hanya terdapat stempel dari Persaudaraan SH Terate, atau dengan kata lain TIDAK terdapat gambar dari Anies-Muhaimin di amplop tersebut.KATEGORI: MANIPULATED CONTENT/ KONTEN YANG DIMANIPULASISUMBER: FACEBOOK Beredar melalui sebuah grup Facebook bernama FORUM KOTA KUPANG, sebuah unggahan foto yang memperlihatkan amplop berisi uang senilai 300 ribu rupiah. Foto tersebut diketahui diunggah oleh akun Facebook bernama Raflesia Arnoldy pada Selasa, 13 Februari 2024. Pada unggahan yang beredar terlihat foto pasangan calon presiden dan wakil presiden nomor urut 1, Anies Baswedan dan Muhaimin Iskandar pada bagian belakang amplop.Namun setelah coba dilakukan penelusuran lebih lanjut, unggahan tersebut diketahui tidak benar. Pasalnya ditemukan foto serupa pada akun Instagram @weru.shter, beserta keterangan yang mewakili foto asli dari amplop yang beredar. Faktanya adalah foto amplop tersebut merupakan foto dari amplop untuk peserta dari kegiatan acara temu kadhang dan deklarasi pemilu damai oleh SH Terate se-Jawa Timur. Acara tersebut diketahui berlangsung pada 26 November 2023, bertempat di stadion Wilis Madiun.Pada foto asli dari amplop hanya terdapat stempel dari Persaudaraan SH Terate, atau dengan kata lain TIDAK terdapat gambar dari Anies-Muhaimin di amplop tersebut.Berdasar seluruh referensi, unggahan akun Raflesia Arnoldy terkait amplop dari Anies-Muhaimin tidak benar. Unggahan tersebut masuk ke dalam hoaks dengan kategori manipulated content atau konten yang dimanipulasi.REFERENSI:"
8 Guru Ditahan Gajinya dan Dipaksa Memilih Pasangan Calon Nomor Urut 02 dalam Pilpres 2024,"Beredar pesan berantai di media sosial WhatsApp disertai narasi yang memaksa dan mengintimidasi delapan orang guru di Kota Medan untuk mendukung pasangan calon presiden dan calon wakil presiden (capres-cawapres) dengan nomor urut 02 dalam Pemilihan Umum Presiden (Pilpres) 2024.Dilansir dari turnbackhoax.id, klaim paksaan dan intimidasi terhadap delapan orang guru di Kota Medan untuk mendukung pasangan calon (paslon) 02 dalam Pilpres 2024 adalah tidak benar. Faktanya, kejadian tersebut tidak terkait dengan Pilpres 2024. Video tersebut merupakan kasus yang viral pada September 2023 lalu di SMP Negeri 15 Kota Medan di mana para guru dalam video mengaku terlambat mendapatkan gaji dan mendapat intimidasi oleh Kepala Sekolah yang baru. Berdasarkan keterangan Kepala Sekolah SMP Negeri 15 Kota Medan pihaknya tidak menahan gaji ataupun melakukan intimidasi."
"Cek fakta, benarkah klaim Ganjar cegah stunting sejak dalam kandungan?","Jakarta (ANTARA/JACX)Calon presiden nomor urut tiga Ganjar Pranowo menyebut untuk mencegah stunting dapat dilakukan dengan memberikan gizi sejak anak dalam kandungan. ""Kalau ngasih makanannya untuk mencegah stunting saya sama sekali tidak setuju karena itu terlambat. Stunting ditangani sejak dalam kandungan, ibunya yang dikasih gizi, ibunya sehat anaknya pertumbuhannya dilihat. Kalau bapak kasih makan ke ibu hamil saya baru setuju pak, indeks kita bagus anaknya akan bagus. Kalau sudah lahir itu gizi buruk jangan sampai confuse itu gizi buruk, jangan sampai terjadi obesitas itu lebih berbahaya lagi. Ini yang kira-kira bisa dilakukan jadi mengatasi stunting sejak ibu hamil"" kata Ganjar ketika ditanya Prabowo terkait program yang diusungnya, yakni pemberian makan dan susu pada anak dalam debat kelima yang diselenggarakan oleh Komisi Pemilihan Umum (KPU) di Jakarta, Ahad. Benarkah klaim tersebut? Berdasarkan laman Direktorat Jenderal Pelayanan Kesehatan Kementerian Kesehatan, langkah pencegahan stunting yang dilaksanakan oleh Kemenkes RI termasuk di dalamnya adalah memenuhi kebutuhan gizi sejak hamil. Tindakan tersebut relatif ampuh karena Lembaga Kesehatan Millenium Challenge dalam laporan Kementerian Kesehatan menyarankan agar ibu yang sedang mengandung selalu mengonsumsi makanan sehat dan bergizi maupun suplementasi. Menurut Associate Professor, Data Science Program Monash University Indonesia & Co-director Monash Data and Democracy Research Hub, Derry Wijaya, berdasarkan sebuah penelitian terkait pengaruh faktor ibu dan anak terhadap stunting, status gizi selama periode perinatal dan asupan gizi pasca-maternitas menjadi faktor penting untuk mencegah stunting. Ibu yang melahirkan dengan selang waktu yang relatif pendek, status gizi yang tidak memadai selama kehamilan, kenaikan berat badan yang tidak sesuai selama kehamilan, dan mengalami penyakit menular selama kehamilan merupakan indikator yang secara signifikan berkontribusi pada pembentukan faktor-faktor maternal yang menyebabkan stunting. Anak dengan berat lahir rendah, lahir prematur, tidak hanya diberi ASI secara eksklusif, konsumsi susu formula setelah 6 bulan yang tidak sesuai dengan dosis yang dianjurkan, dan sering mengalami penyakit menular yang parah adalah indikator yang secara signifikan berkontribusi pada pembentukan faktor-faktor anak yang mengalami stunting. Kejadian stunting memang lebih dipengaruhi oleh faktor anak daripada faktor maternal. Namun, faktor maternal memiliki pengaruh yang signifikan pada faktor anak, yang berdampak pada stunting. Faktor anak dan maternal memiliki pengaruh masing-masing sebesar 49,8 persen dan 30,3 persen terhadap keadaan pendek. Faktor anak utama adalah dosis susu formula bayi, sedangkan faktor maternal utama adalah status gizi. KPU RI telah menetapkan tiga pasangan capres-cawapres peserta Pilpres 2024 yakni Anies Baswedan-Muhaimin Iskandar dengan nomor urut 1, Prabowo Subianto-Gibran Rakabuming Raka nomor urut 2, dan Ganjar Pranowo-Mahfud Md nomor urut 3. Selepas debat pertama Pilpres 2024 pada 12 Desember 2023, debat kedua 22 Desember 2023, debat ketiga 7 Januari 2024, dan debat keempat pada 21 Januari 2024, KPU menggelar debat kelima di Balai Sidang Jakarta. Debat pamungkas Pilpres 2024 sekaligus menjadi debat ketiga yang mempertemukan para capres dan KPU menyelenggarakannya dengan tema meliputi pendidikan, kesehatan, ketenagakerjaan, kebudayaan, teknologi informasi, serta kesejahteraan sosial dan inklusi. Artikel ini adalah hasil kolaborasi Aliansi Jurnalis Independen, Asosiasi Media Siber Indonesia, Masyarakat Anti-Fitnah Indonesia, Cekfakta.com bersama 18 media di Indonesia.***"
"Berita unggulan Minggu, sebagian DKI akan hujan ringan saat debat cawapres hingga Idul Adha Muhammadiyah pada 17 Juni","Jakarta (ANTARA/JACX) - Sejumlah berita terpopuler yang menarik untuk disimak, BMKG prakirakan sebagian DKI akan hujan ringan saat debat cawapres hingga Muhammadiyah tetapkan Idul Adha 1445 Hijriah jatuh pada 17 Juni 2024. Berikut rangkuman beritanya: 1. Indonesia dukung keanggotaan penuh Palestina di PBB dalam KTT GNB Indonesia mendukung keanggotaan penuh Palestina di Perserikatan Bangsa-Bangsa (PBB), kata Wakil Menteri Luar Negeri Pahala Nugraha Mansury dalam KTT ke-19 Gerakan Non Blok. Indonesia juga menyorot Gaza dalam pertemuan itu. Simak berita selengkapnya di sini. 2. Muhammadiyah tetapkan Idul Adha 1445 Hijriah jatuh pada 17 Juni 2024 Pimpinan Pusat (PP) Muhammadiyah menetapkan 10 Zulhijah atau Idul Adha 1445 Hijriah jatuh pada 17 Juni 2024. Bagaimana proses penetapan Idul Adha versi Muhammadiyah? Baca selengkapnya di sini. 3. Bencana pergerakan tanah rusak rumah di Kampung Cikontrang Sukabumi Bencana pergerakan tanah yang terjadi di Kampung Cikontrang, Kabupaten Sukabumi, Jawa Barat (Jabar), Sabtu, mengakibatkan sejumlah rumah warga rusak. Bahkan ada warga sampai mengungsi akibat rumahnya ambles dan mengalami kerusakan cukup parah. Berita lengkapnya di sini. 4. BMKG prakirakan sebagian DKI akan hujan ringan saat debat cawapres Badan Meteorologi Klimatologi dan Geofisika (BMKG) memprakirakan sebagian DKI Jakarta, yakni Jakarta Barat, Jakarta Selatan dan Jakarta Timur akan hujan ringan saat debat calon wakil presiden (cawapres) pada Minggu malam. Penjelasan lengkap BMKG ada . 5. Bali jadi pilihan wisatawan Tiongkok di liburan Imlek tahun ini Bali menjadi salah satu pilihan destinasi para wisatawan Tiongkok pada perayaan Tahun Baru Imlek mendatang, sebagaimana penelusuran Airbnb China. Ada perubahan signifikan dalam minat kunjungan wisatawan Tiongkok ke berbagai destinasi internasional sejak pembatasan perjalanan dicabut. Berita lengkapnya di sini."
Presiden Jokowi Salam 2 Jari Mendukung Prabowo-Gibran,"Beredar sebuah unggahan video di media sosial TikTok yang mengeklaim Presiden Joko Widodo (Jokowi) berpose salam 2 jari di Lapangan Monumen Nasional (Monas) dengan pemandangan ribuan orang pendukungnya. Konten tersebut bernarasikan “Ketika raja terakhir turun kampanye “game is over” Prabowo Gibran auto sekali putaran”.Faktanya, klaim dalam unggahan video tersebut adalah keliru. Dilansir dari turnbackhoax.id, video yang beredar merupakan sebuah foto yang diambil saat Presiden Jokowi menghadiri acara Gerak Jalan Revolusi Mental di Monas pada tahun 2014. Koordinator Staf Khusus Presiden Ari Dwipayana mengatakan Presiden Jokowi hingga saat ini belum berencana melakukan kampanye meskipun Undang-Undang Pemilu memperbolehkan keterlibatan presiden dalam kampanye."
